,id,name,overall,pace,shooting,passing,dribbling,defense,physical
1085,215798,maxwel cornet,76,85,75,70,76,67,72
1086,200315,cristian tello,76,89,72,74,76,47,61
1087,216194,dani garcia,76,38,63,71,70,76,82
1088,273106,danilo,76,70,62,68,69,73,70
1089,251616,david carmo,76,54,28,54,51,77,81
1090,219953,embarba,76,76,75,75,75,43,69
1091,237442,eric curbelo,76,84,38,66,67,76,81
1092,195272,marco davide faraoni,76,76,72,74,75,70,72
1093,208861,johan gastien,76,42,63,68,71,72,75
1094,208919,ryan gauld,76,84,66,76,82,51,51
1095,215251,guido herrera,76,76,74,72,76,59,75
1096,248808,aaron hickey,76,75,55,70,75,73,68
1097,228295,rob holding,76,53,34,61,65,78,73
1098,220876,franck honorat,76,79,75,71,76,47,60
1099,226380,hwang hee chan,76,81,75,70,77,39,72
1100,225719,kelechi iheanacho,76,72,77,71,78,38,71
1101,251421,brennan johnson,76,89,74,67,77,41,59
1102,226229,thilo kehrer,76,71,44,65,65,76,75
1103,245336,max kilman,76,61,42,64,63,77,78
1104,257536,jan kuchta,76,79,74,65,72,35,82
1105,244067,maxence lacroix,76,84,33,55,67,77,77
1106,200726,benjamin lecomte,76,75,75,77,75,41,75
1107,230020,pierre lees-melou,76,62,72,77,75,69,75
1108,234791,luan peres,76,73,43,67,68,77,76
1109,212491,arthur masuaku,76,79,61,73,79,70,79
1110,239356,azor matusiwa,76,50,47,63,69,74,79
1111,210625,kevin mbabu,76,84,51,67,71,72,80
1112,202371,thomas meunier,76,68,74,72,71,74,82
1113,255069,nico gonzalez,76,66,62,74,75,71,79
1114,235244,rasmus nicolaisen,76,47,41,57,60,76,80
1115,218212,andries noppert,76,78,73,67,77,35,75
1116,251530,nuno tavares,76,86,65,69,74,68,80
1117,183855,angelo ogbonna,76,40,40,59,59,79,67
1118,240744,martin ojeda,76,83,77,73,76,35,64
1119,256854,warmed omari,76,65,34,58,62,77,73
1120,257057,amadou onana,76,73,59,69,71,73,78
1121,229071,karim onisiwo,76,78,73,64,73,51,84
1122,196143,dorlan pabon,76,81,79,74,73,38,69
1123,252060,tommaso pobega,76,76,77,72,76,74,79
1124,207791,yussuf poulsen,76,74,71,67,73,56,81
1125,244915,mohammed salisu,76,68,36,50,53,77,79
1126,234171,roland sallai,76,73,70,71,78,37,69
1127,210896,morgan sanson,76,67,73,77,76,70,70
1128,236506,marcos senesi,76,59,42,69,72,76,75
1129,247030,petr sevcik,76,73,71,77,78,69,73
1130,242238,oumar solet,76,81,43,57,67,75,85
1131,228946,mattias svanberg,76,76,68,75,77,62,69
1132,252339,tiago djalo,76,81,42,61,64,76,79
1133,234826,toni martinez,76,69,76,60,72,24,79
1134,240787,hamed traore,76,79,69,72,78,57,62
1135,186190,patrick van aanholt,76,84,67,70,75,70,74
1136,260599,alan varela,76,67,59,72,71,72,75
1137,227927,kyle walker-peters,76,75,43,66,73,73,70
1138,216158,silvan widmer,76,77,62,71,73,71,78
1139,262113,nicola zalewski,76,86,60,73,77,60,58
1140,252383,ramiz zerrouki,76,68,65,73,76,70,81
1141,220746,andrija zivkovic,76,80,73,73,80,55,60
1142,223597,ruben aguilar,76,73,53,70,75,72,76
1143,241867,aitor ruibal,76,84,72,70,75,72,68
1144,213418,chuba akpom,76,81,75,58,72,31,76
1145,254206,alexander alvarado,76,86,71,70,78,55,70
1146,183108,nordin amrabat,76,78,70,74,77,55,86
1147,234906,houssem aouar,76,69,68,75,80,64,67
1148,217998,cristian arango,76,75,75,64,76,35,74
1149,212678,ludwig augustinsson,76,61,62,76,73,75,66
1150,245598,iddrisu baba,76,61,66,68,69,72,77
1151,225508,eric bailly,76,68,42,59,66,76,72
1152,198951,cedric bakambu,76,81,77,66,73,36,63
1153,208250,anastasios bakasetas,76,66,78,77,76,59,76
1154,264652,bradley barcola,76,84,73,71,77,31,62
1155,202750,willy boly,76,53,36,60,58,76,77
1156,242663,sebastiaan bornauw,76,77,45,59,55,76,78
1157,253157,hicham boudaoui,76,75,65,73,77,74,75
1158,210358,alberto brignoli,76,73,72,77,77,32,79
1159,189117,roman burki,76,80,72,60,81,46,71
1160,219686,carlos junior,76,81,76,65,78,45,73
1161,224490,zeki celik,76,75,59,69,70,73,78
1162,241508,mikkel damsgaard,76,81,69,71,81,55,65
1163,203502,bobby de cordova-reid,76,75,72,71,77,59,65
1164,254909,oscar dorley,76,80,57,76,79,73,69
1165,205083,faycal fajr,76,59,72,79,76,65,69
1166,234913,christian fassnacht,76,82,70,70,75,37,72
1167,230564,mijat gacinovic,76,78,67,73,80,63,67
1168,211515,pierluigi gollini,76,76,74,73,78,47,76
1169,201955,massadio haidara,76,77,58,64,72,74,79
1170,210665,marcel halstenberg,76,64,66,74,72,76,78
1171,234060,yangel herrera,76,60,72,72,74,76,76
1172,199897,nicolas hofler,76,57,47,66,68,77,76
1173,210864,elseid hysaj,76,75,51,66,73,73,70
1174,204838,raul jimenez,76,66,77,75,74,45,78
1175,210455,jonny,76,68,54,69,74,75,67
1176,203483,davy klaassen,76,61,78,72,72,71,77
1177,246875,odilon kossounou,76,78,32,60,66,76,78
1178,183574,max kruse,76,51,80,80,79,39,61
1179,228290,julien laporte,76,37,29,46,51,77,83
1180,212127,darko lazovic,76,77,72,73,77,64,62
1181,208224,petros mantalos,76,73,69,78,77,55,64
1182,235813,razvan marin,76,71,74,77,75,69,73
1183,229528,mykola matviienko,76,77,48,67,69,77,74
1184,211061,alexandru maxim,76,69,76,77,79,32,60
1185,212476,medran,76,57,71,78,77,63,66
1186,229541,alvaro montero,76,75,74,69,76,43,79
1187,210739,casper nielsen,76,71,71,76,74,73,79
1188,193601,german pezzella,76,53,49,49,56,77,74
1189,205990,harrison reed,76,68,60,72,71,72,75
1190,229348,antonee robinson,76,87,45,68,76,70,76
1191,234730,valentin rosier,76,84,52,65,75,72,76
1192,201046,riccardo saponara,76,68,71,78,79,41,59
1193,257876,nicolas seiwald,76,73,62,74,74,73,74
1194,252802,wilfried singo,76,80,57,67,73,72,75
1195,221909,jindrich stanek,76,75,73,68,78,36,78
1196,198657,jonas svensson,76,80,60,70,74,72,79
1197,172522,daniel wass,76,71,75,78,75,73,75
1198,195093,willian jose,76,63,77,65,71,39,80
1199,241522,jonas wind,76,60,75,71,75,36,78
1200,152908,ashley young,76,65,66,77,75,76,71
1201,213367,laurent abergel,76,66,50,69,73,72,75
1202,245253,leandro barreiro martins,76,68,61,69,80,73,64
1203,246258,lucas beltran,76,75,76,68,76,46,79
1204,225863,olivier boscagli,76,72,49,73,74,77,75
1205,234711,josip brekalo,76,77,74,76,81,38,54
1206,251810,brian brobbey,76,82,74,56,71,30,80
1207,244373,vitaliy buyalskyi,76,75,69,72,79,69,55
1208,202048,conor coady,76,46,57,76,66,79,71
1209,237034,cucho hernandez,76,82,75,69,75,42,76
1210,251804,sergino dest,76,83,59,73,81,68,66
1211,234575,diogo leite,76,57,38,51,61,78,75
1212,212219,alexander djiku,76,66,43,66,67,76,80
1213,204513,maxime dupe,76,77,75,72,77,46,74
1214,214040,frank fabra,76,81,68,74,78,70,76
1215,215076,lorenzo faravelli,76,81,75,72,75,73,70
1216,226789,angelo fulgini,76,71,70,76,79,69,74
1217,240507,angel gomes,76,76,70,74,79,71,68
1218,209888,craig goodwin,76,84,74,74,72,59,76
1219,241049,gorosabel,76,74,46,70,72,74,67
1220,227562,lukas haraslin,76,80,71,71,80,40,59
1221,190243,marwin hitz,76,74,73,75,78,42,79
1222,259399,rasmus hjlund,76,85,75,55,74,29,78
1223,258683,ivan ilic,76,70,72,77,77,66,71
1224,252931,luka ivanusec,76,82,73,71,82,58,73
1225,229723,mathias jensen,76,62,64,77,74,69,73
1226,273463,joao gomes,76,69,64,71,73,76,73
1227,205953,joao paulo,76,70,69,77,75,71,74
1228,206075,sam johnstone,76,77,74,70,78,41,77
1229,253444,arnaud kalimuendo,76,80,75,59,77,29,67
1230,224520,ryan kent,76,89,68,72,81,42,64
1231,211999,rani khedira,76,60,43,58,61,79,83
1232,233642,aissa laidouni,76,71,60,67,74,70,79
1233,188988,manuel lanzini,76,65,73,77,79,41,49
1234,240916,dejan ljubicic,76,76,70,71,75,72,78
1235,197225,nicolas lodeiro,76,65,72,78,79,49,69
1236,201143,aissa mandi,76,60,46,71,67,77,72
1237,225439,rolando mandragora,76,55,66,75,75,74,75
1238,225783,stephy mavididi,76,87,75,69,76,28,69
1239,243282,dwight mcneil,76,68,66,75,78,54,66
1240,224836,vanja milinkovic-savic,76,78,75,82,76,43,75
1241,240947,tyrick mitchell,76,75,39,60,70,75,68
1242,206085,jacob murphy,76,83,68,70,78,62,64
1243,242530,noah okafor,76,91,74,69,77,31,74
1244,243558,oscar valentin,76,65,47,65,64,75,76
1245,200094,magomed ozdoev,76,73,72,74,75,72,75
1246,206654,pablo mari,76,59,40,51,54,77,75
1247,206098,patric,76,68,53,69,71,77,73
1248,193107,paulo victor,76,78,73,70,79,49,73
1249,244622,puado,76,83,74,68,76,51,76
1250,264348,soufiane rahimi,76,85,73,71,75,38,66
1251,191627,mats rits,76,78,72,74,74,73,75
1252,202562,jerome roussillon,76,82,65,69,76,71,73
1253,210537,renato steffen,76,86,71,71,78,53,66
1254,216266,kenny tete,76,75,47,68,69,75,76
1255,245211,jordan teze,76,77,48,64,67,77,80
1256,207471,franco vazquez,76,46,78,77,77,58,76
1257,192641,kevin vogt,76,69,57,72,68,76,76
1258,248793,mats wieffer,76,69,64,73,73,72,79
1259,224251,robin zentner,76,77,74,57,81,65,74
1260,212591,walker zimmerman,76,56,50,55,56,74,84
1261,190059,steven zuber,76,77,74,74,75,65,76
1262,239250,abel ruiz,76,77,76,69,76,39,71
1263,246113,adria pedrosa,76,90,60,69,78,69,73
1264,240359,omar alderete,76,63,56,58,64,78,77
1265,257279,alex baena,76,75,76,75,75,68,64
1266,246657,alvaro valles,76,77,74,75,79,29,77
1267,189472,aridane,76,47,36,54,54,76,84
1268,242835,leonardo balerdi,76,65,36,61,65,76,75
1269,227186,augusto batalla,76,76,73,74,77,43,74
1270,200110,marco bizot,76,79,73,69,76,46,74
1271,220883,rafael santos borre,76,76,75,74,77,45,76
1272,239910,aaron boupendza,76,86,78,67,80,27,74
1273,258746,malcom braida,76,81,69,69,75,72,72
1274,215048,javier burrai,76,76,72,70,77,44,75
1275,225263,duje caleta-car,76,56,39,58,60,76,80
1276,215071,milton casco,76,83,68,75,78,69,79
1277,216860,vaclav cerny,76,89,70,67,79,38,64
1278,243686,chiquinho,76,74,71,77,76,60,69
1279,233885,eray comert,76,73,49,63,57,76,78
1280,228151,josh cullen,76,68,56,74,73,73,70
1281,237135,davidson,76,82,74,70,80,41,73
1282,259872,ignacio de arruabarrena,76,73,75,66,76,37,80
1283,251470,charles de ketelaere,76,72,73,75,78,57,72
1284,214436,paulo diaz,76,74,57,69,70,74,81
1285,221610,denes dibusz,76,78,74,73,80,24,71
1286,235036,wout faes,76,53,39,55,59,77,77
1287,210676,wladimiro falcone,76,77,77,71,81,27,74
1288,241487,jesus ferreira,76,84,74,71,77,45,67
1289,219841,nicolas figal,76,73,44,63,68,75,80
1290,176600,kevin gameiro,76,79,77,73,75,41,65
1291,238277,daniel gazdag,76,77,74,68,77,54,68
1292,171897,andres guardado,76,59,68,79,78,71,67
1293,213655,alex iwobi,76,74,64,73,78,56,74
1294,235167,vitaly janelt,76,67,69,71,72,73,77
1295,236532,robin koch,76,61,38,60,64,78,74
1296,238744,weston mckennie,76,72,72,75,77,77,78
1297,219466,birger meling,76,81,55,71,75,70,66
1298,238305,nacho vidal,76,75,56,69,70,73,65
1299,232562,kosuke nakamura,76,78,73,77,77,40,74
1300,240240,jean-pierre nsame,76,67,77,54,71,27,80
1301,255125,azzedine ounahi,76,64,63,72,78,64,69
1302,244206,nehuen perez,76,57,25,47,51,78,75
1303,228595,grischa promel,76,67,71,69,74,75,81
1304,253473,samuele ricci,76,74,55,71,75,72,70
1305,190156,ruben perez,76,50,63,70,66,72,74
1306,251528,zaidu sanusi,76,93,37,55,63,73,72
1307,235353,ismaila sarr,76,94,76,66,79,22,68
1308,220739,junior sornoza,76,74,75,76,77,41,51
1309,227622,stijn spierings,76,56,66,68,70,76,75
1310,213388,flavien tait,76,68,71,75,77,67,67
1311,226078,trezeguet,76,77,74,73,78,36,67
1312,247182,tuta,76,75,49,63,70,75,78
1313,186146,danny welbeck,76,68,73,70,76,42,71
1314,236572,owen wijndal,76,77,53,74,75,71,71
1315,207884,willian arao,76,67,62,67,68,76,82
1316,231838,maximilian wober,76,65,52,67,64,75,79
1317,248564,zakaria aboukhlal,75,85,72,69,75,41,76
1318,258575,emmanuel agbadou,75,64,47,50,59,74,82
1319,205343,jean-daniel akpa akpro,75,77,67,71,78,72,77
1320,226515,andrei girotto,75,53,65,66,66,77,73
1321,265450,johan bakayoko,75,86,66,66,78,30,63
1322,225748,todd cantwell,75,72,68,72,77,43,52
1323,225733,cesinha,75,82,76,71,75,32,74
1324,180216,seamus coleman,75,61,65,72,74,76,70
1325,263396,copete,75,57,33,54,57,77,70
1326,252021,thijs dallinga,75,73,75,63,69,27,66
1327,205192,denis suarez,75,63,71,78,78,64,54
1328,222262,cyriel dessers,75,73,75,56,71,29,75
1329,207935,matias dituro,75,74,72,77,77,38,74
1330,245037,eric garcia,75,62,44,69,67,76,71
1331,263897,filipe relvas,75,66,41,63,60,76,76
1332,203551,alessandro florenzi,75,73,76,78,78,74,56
1333,206469,taxiarchis fountas,75,88,76,66,76,47,66
1334,187924,clement grenier,75,36,73,79,74,62,68
1335,190113,mert gunok,75,73,75,75,74,56,77
1336,211879,janik haberer,75,63,67,72,75,63,71
1337,233053,amir hadziahmetovic,75,71,60,71,72,71,77
1338,234741,gustavo hamer,75,69,70,76,72,73,77
1339,228518,andreas hanche-olsen,75,73,38,55,63,75,81
1340,212197,daniel heuer fernandes,75,75,70,77,78,43,73
1341,246352,hugo guillamon,75,55,53,69,64,75,70
1342,215247,marcus ingvartsen,75,64,79,66,74,38,72
1343,256107,alistair johnston,75,82,57,68,70,72,83
1344,231873,joni montiel,75,70,77,75,77,50,57
1345,206219,juan cruz,75,73,40,62,64,73,73
1346,209289,kevin rodrigues,75,73,71,76,74,70,66
1347,197242,grzegorz krychowiak,75,41,73,69,66,73,80
1348,244112,daniel-kofi kyereh,75,80,72,66,81,24,61
1349,223724,stefan lainer,75,72,62,67,69,74,78
1350,209782,sam larsson,75,79,71,73,80,38,59
1351,271673,lazaro,75,79,71,69,75,43,61
1352,233926,leo duarte,75,57,36,49,60,76,78
1353,233585,lincoln,75,75,70,78,78,59,65
1354,258208,ondrej lingr,75,78,74,70,77,53,80
1355,199288,anthony losilla,75,51,59,67,71,73,76
1356,234686,jordan lotomba,75,78,48,65,72,71,68
1357,237629,arne maier,75,68,62,75,76,69,74
1358,238224,marcao,75,71,77,47,65,29,82
1359,256675,omar marmoush,75,85,74,63,80,30,68
1360,264388,moleiro,75,79,65,71,78,46,61
1361,246340,mykhailo mudryk,75,91,66,68,79,44,58
1362,221000,badou ndiaye,75,84,69,70,76,72,79
1363,236690,michael ngadeu,75,61,44,55,57,74,83
1364,273564,gift emmanuel orban,75,77,81,63,73,19,63
1365,213135,divock origi,75,75,74,67,74,27,72
1366,239335,oscar,75,57,75,76,75,56,55
1367,209960,pacheco,75,75,74,68,76,46,74
1368,241162,joseph paintsil,75,90,70,66,78,33,73
1369,162328,remko pasveer,75,73,75,80,75,33,77
1370,243656,nemanja radonjic,75,88,74,69,74,30,61
1371,205207,cristian ramirez,75,83,45,66,77,66,69
1372,256161,moises ramirez,75,74,73,69,75,33,74
1373,225147,connor roberts,75,78,61,71,72,69,74
1374,222951,marek rodak,75,76,71,73,76,47,73
1375,211241,ruben pena,75,72,69,70,73,72,65
1376,230147,falaye sacko,75,92,45,62,72,69,73
1377,260592,benjamin sesko,75,81,74,60,73,42,77
1378,204497,kevin stoger,75,58,66,78,74,60,63
1379,232144,felix uduokhai,75,67,39,53,59,76,75
1380,205401,vako,75,76,72,70,78,41,69
1381,203535,tonny vilhena,75,70,73,75,75,73,76
1382,251412,shon weissman,75,71,78,64,68,38,73
1383,235642,ryan yates,75,60,59,62,65,74,84
1384,204539,luis advincula,75,90,67,69,74,69,81
1385,236524,anel ahmedhodzic,75,78,41,60,63,74,78
1386,242641,rayan ait-nouri,75,80,53,70,77,71,65
1387,231433,aitor,75,84,71,71,74,29,57
1388,268438,alejandro garnacho,75,84,69,65,77,33,58
1389,199247,alex fernandez,75,49,70,80,73,67,63
1390,211117,dele alli,75,65,76,75,76,65,71
1391,229010,selim amallah,75,67,76,75,75,65,76
1392,235456,jean-ricner bellegarde,75,77,62,72,77,70,72
1393,219862,miguel borja,75,78,76,57,68,32,84
1394,239340,julian chabot,75,49,28,43,48,77,80
1395,236477,alexis claude-maurice,75,80,72,72,80,69,66
1396,246919,tomas cvancara,75,76,73,66,72,25,77
1397,246045,pedro de la vega,75,82,73,69,75,50,72
1398,239361,dani de wit,75,58,76,72,70,73,88
1399,238900,ermedin demirovic,75,72,76,70,76,41,75
1400,213814,federico di francesco,75,79,69,73,78,39,58
1401,213051,mohamed elneny,75,52,63,71,70,72,70
1402,256287,facundo farias,75,86,72,68,83,39,70
1403,235526,dennis geiger,75,46,53,76,79,63,62
1404,225793,ben godfrey,75,82,44,60,65,74,78
1405,199580,connor goldson,75,69,50,62,65,75,82
1406,202201,jeffrey gouweleeuw,75,66,58,66,64,77,75
1407,258390,ivo grbic,75,76,71,74,76,32,73
1408,224885,guilherme sitya,75,80,62,75,73,67,77
1409,222467,ivi lopez,75,80,75,71,77,39,73
1410,257889,kristijan jakic,75,68,61,65,69,72,81
1411,232132,joaquin,75,62,45,61,55,74,79
1412,203605,pavel kaderabek,75,72,45,70,70,72,76
1413,225403,irfan can kahveci,75,73,72,78,78,58,66
1414,252495,jakub kaminski,75,85,67,67,78,47,58
1415,215639,kenedy,75,75,70,73,77,60,62
1416,246762,sekou koita,75,93,74,69,77,35,74
1417,186801,cheikhou kouyate,75,57,64,63,67,75,81
1418,223058,daler kuzyaev,75,78,66,74,75,72,66
1419,223866,sandi lovric,75,57,64,74,72,69,71
1420,221551,emanuel mammana,75,79,42,66,71,75,72
1421,184999,mauricio,75,66,70,73,74,73,71
1422,261082,cristian medina,75,75,64,72,79,69,68
1423,244380,vitaliy mykolenko,75,76,45,64,61,73,62
1424,146439,negredo,75,50,79,64,70,36,75
1425,236988,eddie nketiah,75,79,73,57,77,25,64
1426,221174,mislav orsic,75,78,81,72,73,59,60
1427,212715,sebastian palacios,75,85,73,69,77,44,66
1428,199393,nicolas pallois,75,35,54,60,60,75,82
1429,217196,jose luis palomino,75,40,32,54,57,75,83
1430,210679,paulo oliveira,75,58,35,52,60,76,75
1431,245783,paulo vitor,75,77,74,73,76,24,73
1432,206167,sanjin prcic,75,50,60,74,74,71,72
1433,190362,teemu pukki,75,77,76,62,72,36,73
1434,226807,cristian roldan,75,77,68,70,74,71,80
1435,252114,benjamin rollheiser,75,83,74,70,77,42,63
1436,234488,mikkel rygaard,75,65,73,77,77,61,66
1437,265650,saul coco,75,83,48,56,60,76,78
1438,198177,bart schenkeveld,75,71,40,61,66,75,78
1439,235149,jerdy schouten,75,60,56,67,74,74,68
1440,209987,marcel schuhen,75,74,71,73,77,53,73
1441,235883,ryan sessegnon,75,78,64,72,76,70,65
1442,201042,djibril sidibe,75,72,62,71,72,72,77
1443,214378,david silva,75,62,69,74,74,54,68
1444,234777,zack steffen,75,77,74,73,78,53,71
1445,259913,heorhii sudakov,75,75,72,71,74,52,64
1446,240953,nahuel tenaglia,75,71,43,65,72,74,80
1447,245694,adama traore,75,87,72,64,75,23,60
1448,215569,unai garcia,75,60,42,62,57,77,75
1449,244176,deniz undav,75,67,79,70,74,32,72
1450,244621,vinicius,75,71,76,61,72,41,79
1451,192123,chris wood,75,54,76,60,69,40,78
1452,239763,edon zhegrova,75,80,67,69,79,25,61
1453,224258,kristoffer ajer,75,66,56,61,70,74,81
1454,215353,lucas alario,75,66,76,58,72,29,74
1455,210007,andre ramalho,75,62,59,67,66,76,77
1456,226286,gabriel avalos,75,71,74,61,73,46,82
1457,206534,patrick bamford,75,75,73,68,72,42,74
1458,229749,alexander barboza,75,50,57,60,64,73,88
1459,268573,federico baschirotto,75,74,53,60,55,75,86
1460,198352,stefan bell,75,44,38,54,49,78,76
1461,213296,nabil bentaleb,75,48,72,74,79,69,73
1462,222227,patrick berg,75,71,61,72,72,69,77
1463,256268,armando broja,75,74,74,54,75,30,76
1464,244390,marius bulter,75,82,76,68,73,48,77
1465,244385,georgiy bushchan,75,76,65,80,78,27,72
1466,234779,caro,75,75,70,69,76,38,77
1467,202325,diego demme,75,53,47,74,75,71,71
1468,212501,leander dendoncker,75,61,69,75,70,76,80
1469,238227,krepin diatta,75,91,69,66,78,47,67
1470,189454,damian diaz,75,68,72,77,76,44,69
1471,270531,ousmane diomande,75,70,26,52,70,74,77
1472,201417,matt doherty,75,68,65,71,72,73,74
1473,228687,kasper dolberg,75,76,77,66,74,30,67
1474,233866,odsonne edouard,75,76,74,68,78,45,73
1475,229862,edu exposito,75,65,74,74,76,71,70
1476,257289,hugo ekitike,75,72,75,60,75,25,69
1477,201303,rasmus falk,75,73,56,72,80,66,67
1478,211269,guillermo fernandez,75,69,67,73,76,65,66
1479,259849,gabriel veron,75,86,67,68,79,28,52
1480,227055,gelson martins,75,86,70,68,79,51,57
1481,215147,lautaro giannetti,75,69,34,56,56,76,77
1482,228383,kamil grabara,75,76,75,72,76,42,75
1483,220491,emmanuel gyasi,75,82,63,66,75,44,73
1484,234205,hiroki ito,75,81,56,67,68,76,74
1485,246070,ivan jaime,75,74,73,71,76,51,64
1486,232104,daniel james,75,93,69,66,74,46,63
1487,245238,javi sanchez,75,67,56,56,61,76,76
1488,239890,ozan kabak,75,63,37,59,66,74,80
1489,228716,kevin,75,66,53,67,66,73,66
1490,214096,tim kleindienst,75,67,76,57,66,33,83
1491,242418,tariq lamptey,75,85,44,66,77,70,51
1492,205976,leo baptistao,75,77,73,70,75,33,69
1493,243478,enzo loiodice,75,66,64,70,77,69,67
1494,205590,luis hernandez,75,62,50,64,65,74,78
1495,235945,marc roca,75,56,62,74,73,68,68
1496,237496,djordje mihailovic,75,72,70,76,74,60,68
1497,268802,fabio miretti,75,77,60,75,78,66,72
1498,207557,robin olsen,75,75,74,78,75,35,75
1499,208620,omar mascarell,75,53,64,71,74,72,71
1500,224019,pedro chirivella,75,55,54,71,73,69,70
1501,224874,amahl pellegrino,75,84,74,70,73,40,60
1502,231318,romain perraud,75,70,72,73,75,72,72
1503,215455,bruno petkovic,75,72,72,77,78,39,76
1504,199652,dennis praet,75,66,72,76,76,60,65
1505,228805,raillo,75,44,36,55,55,76,77
1506,239810,nicolas raskin,75,70,63,73,77,71,75
1507,215069,rodrigo rey,75,73,73,70,76,50,75
1508,238068,marco richter,75,73,74,68,79,48,62
1509,193352,ricardo rodriguez,75,69,67,75,75,76,74
1510,205119,sebastian rodriguez,75,67,67,75,73,68,68
1511,235134,pablo rosario,75,61,64,68,73,74,79
1512,226637,ruben duarte,75,64,38,66,68,76,70
1513,235424,diadie samassekou,75,65,49,64,72,75,73
1514,210617,samu castillejo,75,79,67,73,80,45,57
1515,217731,sandro,75,80,76,67,75,31,62
1516,198653,martin silva,75,77,73,72,79,31,73
1517,256509,pablo solari,75,86,73,67,75,26,68
1518,257191,anton stach,75,72,67,74,71,74,79
1519,250955,josip stanisic,75,78,39,60,66,76,72
1520,245158,luis javier suarez,75,84,77,64,71,40,77
1521,255009,kenneth taylor,75,73,69,78,76,64,71
1522,242879,maarten vandevoordt,75,77,74,73,76,40,73
1523,258498,bart verbruggen,75,77,71,73,80,56,68
1524,259173,victor chust,75,68,30,52,54,76,67
1525,209542,vina,75,74,75,74,73,50,70
1526,233478,miha zajc,75,66,75,76,75,65,65
1527,226093,che adams,75,79,76,62,74,40,76
1528,263673,andrew,75,76,73,75,76,45,74
1529,223249,gabriel arias,75,75,71,72,76,45,74
1530,237184,keidi bare,75,74,58,67,74,72,78
1531,228092,sander berge,75,63,65,73,73,74,85
1532,224422,jeremie boga,75,84,70,71,81,37,63
1533,255074,artem bondarenko,75,75,70,66,76,61,62
1534,188955,gustavo bou,75,75,77,68,74,32,72
1535,220659,josh brownhill,75,69,70,72,74,75,77
1536,231862,leonardo castro,75,78,77,62,75,32,65
1537,251570,rayan cherki,75,69,67,72,83,21,61
1538,248573,junior dina ebimbe,75,83,60,71,75,69,76
1539,229628,fali,75,46,53,68,59,74,87
1540,225289,nicolas fernandez,75,86,75,63,77,39,65
1541,193182,wes foderingham,75,75,71,73,76,44,74
1542,222134,tarek hamed,75,64,58,66,67,74,83
1543,260697,isak hien,75,73,37,49,56,75,78
1544,240740,callum hudson-odoi,75,78,67,73,79,48,59
1545,251182,iago,75,80,58,69,73,71,70
1546,234999,jean,75,74,75,68,78,29,76
1547,185020,jose callejon,75,75,72,75,75,49,61
1548,265800,jutgla,75,76,75,65,77,29,76
1549,251221,lukas kalvach,75,64,64,73,73,72,78
1550,260908,milos kerkez,75,82,53,66,73,69,74
1551,225200,kike barja,75,77,67,69,76,35,60
1552,244467,ondrej kolar,75,75,74,79,75,44,77
1553,233301,rasmus kristensen,75,69,67,67,70,73,77
1554,245426,marash kumbulla,75,47,32,53,56,77,75
1555,224415,luis rioja,75,77,74,70,77,37,51
1556,236368,giulio maggiore,75,71,61,70,73,72,72
1557,240663,miguel angel merentiel,75,77,73,55,72,37,77
1558,183895,maxi moralez,75,67,69,75,77,52,49
1559,256008,morato,75,67,37,51,61,74,82
1560,228732,harold moukoudi,75,49,32,52,50,74,86
1561,230965,nahitan nandez,75,85,63,71,79,69,80
1562,224241,nick olij,75,76,73,65,77,50,73
1563,240734,matt o'riley,75,68,67,73,73,66,71
1564,212213,ricardo esgaio,75,69,66,74,76,69,66
1565,242816,riqui puig,75,65,64,73,80,58,50
1566,212692,rony lopes,75,76,72,73,77,30,59
1567,229788,ruben alcaraz,75,51,73,76,71,74,81
1568,211320,daniele rugani,75,53,40,55,61,78,69
1569,265188,giorgio scalvini,75,55,31,51,55,78,71
1570,248805,sergio camello,75,70,76,66,77,28,57
1571,193348,xherdan shaqiri,75,68,75,77,77,42,62
1572,221658,ahmed sharahili,75,76,33,61,63,74,80
1573,225539,dominic solanke,75,72,74,64,73,28,79
1574,239817,boubakary soumare,75,67,56,73,74,70,77
1575,237477,marcus tavernier,75,78,72,71,77,59,62
1576,233483,tarik tissoudali,75,72,73,68,82,27,57
1577,192991,cenk tosun,75,66,77,67,72,36,72
1578,251626,milan van ewijk,75,92,54,60,70,70,72
1579,183353,victor diaz,75,69,56,68,65,75,76
1580,199206,domagoj vida,75,70,40,58,59,77,79
1581,255351,rodrigo villagra,75,67,48,66,71,73,73
1582,236295,aaron,75,61,54,73,76,72,67
1583,229476,waldemar anton,75,67,46,59,65,75,82
1584,204259,santiago arias,75,77,53,68,74,73,72
1585,232244,santiago ascacibar,75,69,70,70,75,73,71
1586,234573,aurelio buta,75,80,60,69,77,67,67
1587,193738,younes belhanda,75,68,74,77,77,59,71
1588,205525,bernard,75,78,67,72,81,39,40
1589,242660,jordan beyer,75,74,34,62,70,75,75
1590,244238,jaka bijol,75,65,59,65,61,75,78
1591,205659,alessio cragno,75,74,72,70,78,39,75
1592,241202,patson daka,75,88,76,59,76,26,69
1593,201043,brecht dejaegere,75,67,69,74,75,70,72
1594,220182,jason denayer,75,69,42,64,65,76,76
1595,239015,emmanuel dennis,75,85,74,62,76,38,69
1596,246565,bafode diakite,75,76,41,63,70,73,74
1597,246870,enzo diaz,75,73,49,69,72,73,82
1598,255561,josh doig,75,82,63,68,71,68,75
