,id,name,overall,pace,shooting,passing,dribbling,defense,physical,player_positions,club_position,value_eur,wage_eur,club_name,preferred_foot,player_tags,player_traits
3552,138949,antolin alcaraz,71,31,43,52,59,70,68,CB,RES,,500.0,Olimpia,Right,,"Power Header, Slide Tackle"
3553,266624,tadeo allende,71,71,74,66,69,36,70,"RM, LM, ST",RM,2600000.0,7000.0,Godoy Cruz,Right,,"Power Shot, Technical"
3554,209597,antonio carlos,71,54,34,43,44,71,81,CB,SUB,1500000.0,5000.0,Orlando City,Right,,Long Ball Pass
3555,225699,anuar,71,78,65,67,72,67,68,"CM, CAM, LM",SUB,1900000.0,8000.0,Real Valladolid,Right,#Engine,"Rapid, Relentless"
3556,198348,mathias autret,71,61,70,73,72,42,58,"LM, CM, CAM",LM,1500000.0,6000.0,Caen,Right,,
3557,207730,baek sung dong,71,78,63,68,71,41,58,"LM, LW",LM,1600000.0,5000.0,Pohang Steelers,Right,,"Finesse Shot, Technical"
3558,200855,george baldock,71,75,47,63,69,66,72,"RWB, RB",RWB,1600000.0,20000.0,Sheffield United,Right,,Rapid
3559,224378,mattia bani,71,54,19,42,53,73,72,CB,RCB,1600000.0,15000.0,Genoa,Right,,"Power Header, Aerial"
3560,267602,gaston benedetti,71,67,57,61,66,70,66,"LB, LWB",LB,2800000.0,8000.0,Estudiantes,Left,,
3561,232805,bernardo,71,71,53,62,68,71,73,"CB, LB",SUB,1900000.0,15000.0,VfL Bochum 1848,Left,,"Jockey, Aerial"
3562,261307,veljko birmancevic,71,78,66,67,75,37,59,"RW, LW",RW,3100000.0,850.0,Sparta Praha,Right,,Technical
3563,234894,emil bohinen,71,65,62,71,72,68,69,"CM, CDM",LCM,3700000.0,17000.0,Salernitana,Left,,
3564,200108,nicolai boilesen,71,55,47,66,67,72,72,CB,RES,1300000.0,14000.0,København,Left,,Long Throw
3565,206529,franck boli,71,72,72,47,70,26,66,ST,RES,1900000.0,7000.0,Portland Timbers,Right,,
3566,252929,borja sainz,71,77,67,66,71,40,56,"LM, RM",RES,3800000.0,19000.0,Norwich City,Right,,Technical
3567,252000,domagoj bradaric,71,77,55,65,69,68,66,"LWB, LM, LB",LM,2800000.0,15000.0,Salernitana,Left,,
3568,210832,mattijs branderhorst,71,72,69,67,72,40,70,GK,SUB,1600000.0,9000.0,FC Utrecht,Right,,
3569,212261,brandon thomas,71,76,73,61,73,32,68,"ST, LM, RM",SUB,1900000.0,1000.0,PAOK,Right,,"Finesse Shot, Technical"
3570,235989,norberto briasco,71,78,67,63,72,36,76,"ST, RW, RM",RES,2000000.0,13000.0,Boca Juniors,Right,,
3571,266032,jamie bynoe-gittens,71,88,59,58,80,24,52,LM,SUB,4400000.0,9000.0,Borussia Dortmund,Right,,"Finesse Shot, Technical, Quick Step"
3572,222204,cao yunding,71,81,64,67,72,36,66,"LM, LW",LW,1000000.0,9000.0,Shanghai Shenhua,Right,,"Whipped Cross, Technical, Trivela"
3573,179752,oscar cardozo,71,41,76,63,62,27,69,ST,RS,,550.0,Libertad,Left,#Strength,"Power Header, Press Proven"
3574,216750,patrik carlgren,71,70,69,69,72,42,68,GK,GK,1000000.0,7000.0,Randers,Right,,Far Throw
3575,216055,federico carrizo,71,83,67,69,73,46,64,"CAM, LM, CF",LM,1500000.0,750.0,Cerro Porteño,Right,,"Incisive Pass, Whipped Cross, Technical, Flair"
3576,258325,nicolas eduardo castro,71,68,66,69,71,64,73,"CM, LM, CAM",CAM,1200000.0,9000.0,Platense,Left,,"Jockey, Relentless"
3577,213272,lucas chaves,71,73,67,68,71,49,72,GK,GK,1600000.0,7000.0,Huracán,Right,,Far Throw
3578,241810,chumi,71,48,36,51,57,71,68,"CB, RB",SUB,3900000.0,13000.0,Almería,Right,,
3579,230850,gojko cimirot,71,58,61,67,68,68,72,"CDM, CM, CB",LCM,1600000.0,15000.0,Al Fayha,Right,,
3580,202464,jordan clark,71,71,63,71,73,64,66,"CM, CDM",SUB,1800000.0,29000.0,Luton Town,Right,,
3581,200779,jonson clarke-harris,71,71,73,55,68,28,81,ST,ST,1900000.0,10000.0,Peterborough United,Left,,"Power Shot, Power Header, Flair, Press Proven"
3582,243589,alex cochrane,71,73,45,65,68,67,66,"LB, CB, LWB",SUB,2600000.0,5000.0,Hearts,Left,,"Long Ball Pass, Anticipate"
3583,226414,marcus coco,71,79,66,67,72,56,58,"RM, RWB, RW",SUB,2000000.0,15000.0,Nantes,Right,,Rapid
3584,268576,michele collocolo,71,70,59,64,67,68,75,"CDM, CM",LCM,3900000.0,3000.0,Cremonese,Right,,
3585,254579,lucas da cunha,71,76,67,68,74,39,55,"CAM, RM",RAM,2900000.0,3000.0,Como,Left,,Trivela
3586,190633,henrik dalsgaard,71,71,59,63,65,70,77,"CB, RB",RB,900000.0,16000.0,Midtjylland,Right,,"Long Ball Pass, Slide Tackle, Bruiser"
3587,253147,toni datkovic,71,65,29,46,42,70,68,"CB, LB",SUB,1700000.0,6000.0,Albacete,Left,,
3588,257025,konrad de la fuente,71,78,67,69,74,19,48,LM,SUB,2700000.0,16000.0,SD Eibar,Right,,Rapid
3589,239645,matias de los santos,71,54,56,57,59,69,80,CB,RES,1500000.0,8000.0,Colo-Colo,Right,#Strength,"Power Shot, Slide Tackle"
3590,229444,fernando de paul,71,72,66,63,72,40,71,GK,SUB,925000.0,6000.0,Colo-Colo,Right,,
3591,241970,harrison delbridge,71,51,33,42,47,70,85,"CB, RB",LCB,1300000.0,5000.0,Incheon United,Left,#Strength,"Power Header, Slide Tackle, Bruiser, Aerial"
3592,241238,jessy deminguet,71,73,63,71,73,62,74,"CM, CDM",SUB,2700000.0,14000.0,Strasbourg,Left,,
3593,246006,cameron devlin,71,69,55,62,72,68,73,"CDM, CM",RDM,2400000.0,6000.0,Hearts,Right,,"Jockey, Intercept, Slide Tackle, Press Proven, Relentless"
3594,255043,daryl dike,71,68,71,47,62,21,79,ST,SUB,4200000.0,21000.0,West Bromwich Albion,Right,#Strength,Power Header
3595,192840,milan uric,71,40,71,55,61,32,83,ST,ST,1200000.0,18000.0,Hellas Verona,Right,"#Aerial threat, #Strength","Power Header, Aerial"
3596,256856,fali cande,71,80,50,62,65,72,77,"CB, LB",LCB,2500000.0,11000.0,Metz,Left,,Whipped Cross
3597,179847,federico fazio,71,32,40,53,52,72,67,CB,SUB,325000.0,13000.0,Salernitana,Right,#Aerial threat,Aerial
3598,184881,sofiane feghouli,71,63,69,74,72,32,59,"RM, CM",CDM,1200000.0,16000.0,Fatih Karagümrük,Right,,"Pinged Pass, Long Ball Pass, Flair"
3599,229277,jonas fohrenbach,71,74,39,57,63,69,75,LB,LB,2000000.0,17000.0,Heidenheim,Left,,
3600,183346,fabian frei,71,49,69,70,67,70,69,"CDM, CB",RDM,650000.0,9000.0,Basel,Right,,Long Ball Pass
3601,218208,cesar fuentes,71,65,60,63,64,69,80,"CDM, CM",RCM,1600000.0,8000.0,Colo-Colo,Right,,"Slide Tackle, Bruiser, Relentless"
3602,239845,konstantinos galanopoulos,71,74,69,68,71,69,71,"CDM, CM",SUB,2500000.0,750.0,AEK Athens,Right,,Slide Tackle
3603,224271,thomas goiginger,71,77,69,68,69,35,61,"RM, CF, LM",SUB,1800000.0,15000.0,LASK Linz,Right,,"Rapid, Flair"
3604,247802,giovanni gonzalez,71,72,43,60,63,67,71,"RWB, CB",RCB,1700000.0,15000.0,Mallorca,Right,,
3605,244393,gonzalo villar,71,51,57,71,75,66,66,"CM, CDM",SUB,2700000.0,12000.0,Granada,Right,,Technical
3606,211004,han kook young,71,63,54,70,69,67,72,"CM, CDM",RCM,1200000.0,5000.0,Gangwon,Right,,"Incisive Pass, Long Ball Pass, Relentless"
3607,219293,micha helik,71,62,49,47,55,71,76,CB,LCB,1900000.0,7000.0,Huddersfield Town,Right,,"Power Header, Long Ball Pass, Block, Slide Tackle"
3608,266905,henrique araujo,71,70,71,56,65,27,70,ST,SUB,4600000.0,7000.0,Famalicão,Right,,Finesse Shot
3609,243363,edwin herrera,71,83,48,58,66,65,64,"LB, RB",LB,2600000.0,3000.0,Junior,Right,,"Whipped Cross, Intercept, Anticipate"
3610,199779,andre hoffmann,71,51,38,56,56,71,72,CB,RCB,1500000.0,15000.0,Fortuna Düsseldorf,Right,,"Power Header, Intercept, Bruiser"
3611,234180,alejandro hohberg,71,76,69,69,74,32,64,"LW, RW",LW,1600000.0,950.0,Sporting Cristal,Right,,"Chip Shot, Pinged Pass, Technical, Flair, Trickster"
3612,236556,martin hongla,71,74,69,68,74,65,76,"CM, CDM, CB",LCM,2700000.0,16000.0,Hellas Verona,Right,,"Finesse Shot, Rapid, Flair"
3613,193549,shaun hutchinson,71,46,29,50,53,72,77,CB,CB,1200000.0,17000.0,Millwall,Right,,"Long Ball Pass, Slide Tackle"
3614,262480,rares ilie,71,80,67,68,73,41,63,"LM, CAM",LW,3100000.0,13000.0,Lausanne Sport,Right,,"Finesse Shot, Technical"
3615,258015,fotis ioannidis,71,70,72,55,69,24,71,ST,SUB,3000000.0,600.0,Panathinaikos,Right,,
3616,190520,tony jantschke,71,49,41,62,64,73,66,"CB, RB",RES,900000.0,16000.0,Borussia Mönchengladbach,Right,,Slide Tackle
3617,257186,ardon jashari,71,66,61,67,70,64,79,"CDM, CM",LDM,4300000.0,5000.0,Luzern,Left,,"Long Ball Pass, Relentless"
3618,234889,fredrik jensen,71,74,68,68,73,51,69,"CAM, RM, LM",SUB,2500000.0,16000.0,FC Augsburg,Right,,
3619,248166,lasse berg johnsen,71,67,53,65,68,67,74,"CDM, CM",LDM,3500000.0,5000.0,Malmö FF,Right,#Engine,"Tiki Taka, Jockey"
3620,251105,dejan joveljic,71,76,70,63,71,31,72,ST,ST,2900000.0,6000.0,LA Galaxy,Right,,
3621,245264,mikkel kaufmann,71,85,69,54,66,25,70,ST,SUB,3000000.0,19000.0,FC Union Berlin,Right,,Rapid
3622,242217,edo kayembe,71,72,61,66,68,66,77,"CDM, CM",SUB,2100000.0,19000.0,Watford,Left,,
3623,201911,will keane,71,67,70,64,70,47,73,"ST, CF, CAM",RS,1800000.0,24000.0,Preston North End,Right,,"Power Shot, Power Header"
3624,251011,kirian,71,63,61,69,73,58,70,"CM, CDM, CAM",CDM,2100000.0,13000.0,Las Palmas,Right,,
3625,245058,otar kiteishvili,71,72,67,69,74,67,57,CAM,CAM,2200000.0,12000.0,Sturm Graz,Right,,"Finesse Shot, Technical, First Touch"
3626,263501,bautista kociubinski,71,53,55,63,61,69,67,"CDM, CM, CB",RCM,4000000.0,8000.0,Atlético Tucumán,Right,,Intercept
3627,246159,ethan laird,71,83,54,65,73,66,70,"RB, RWB",RB,4000000.0,8000.0,Birmingham City,Right,,Rapid
3628,198455,johan larsson,71,80,63,70,67,65,75,RB,RB,975000.0,4000.0,Elfsborg,Right,,Long Throw
3629,221201,tim leibold,71,75,57,69,73,65,69,"LB, LM, LWB",SUB,1600000.0,6000.0,Sporting Kansas City,Left,,"Finesse Shot, Slide Tackle"
3630,215042,gaston lezcano,71,73,69,65,75,24,66,"RM, RW",SUB,600000.0,2000.0,Cobresal,Right,,"Dead Ball, Whipped Cross, First Touch"
3631,242160,marius lode,71,77,42,60,66,71,75,CB,RCB,1500000.0,5000.0,Bodø / Glimt,Right,,Block
3632,246828,renzo lopez,71,61,72,53,66,26,77,ST,ST,1900000.0,10000.0,Tigre,Right,,Aerial
3633,252084,marcos andre,71,72,72,60,69,38,70,ST,ST,2400000.0,9000.0,Real Valladolid,Right,,Chip Shot
3634,188968,gonzalo marinelli,71,72,69,64,72,36,71,GK,GK,325000.0,6000.0,Tigre,Right,,
3635,270390,marquinhos,71,79,61,64,75,33,56,"RW, RM",SUB,4100000.0,43000.0,Nantes,Left,,"Finesse Shot, Rapid, Flair"
3636,191164,fidel martinez,71,84,68,64,71,32,68,"RM, LM, CF",SUB,1200000.0,850.0,Barcelona Guayaquil,Left,,"Technical, Flair"
3637,212287,andreas maxs,71,47,45,54,53,70,81,CB,RCB,1600000.0,6000.0,Colorado Rapids,Right,#Strength,"Jockey, Block, Aerial"
3638,234856,houboulang mendes,71,72,42,61,64,70,72,"RB, CB",SUB,2300000.0,14000.0,Almería,Right,,Block
3639,140293,antonio mirante,71,67,71,65,70,44,75,GK,SUB,210000.0,14000.0,Milan,Right,,Footwork
3640,236344,jayson molumby,71,63,53,66,69,64,65,"CDM, CM",RDM,3500000.0,17000.0,West Bromwich Albion,Right,,
3641,233207,sei muroya,71,82,59,60,68,63,71,RWB,SUB,1600000.0,17000.0,Hannover 96,Right,,Block
3642,230624,umut nayir,71,63,70,53,66,31,80,ST,SUB,1800000.0,21000.0,Fenerbahçe,Right,,Power Header
3643,229753,tsiy-william ndenge,71,68,66,63,69,68,81,"CDM, CM",LDM,2500000.0,12000.0,Grasshopper,Left,,"Intercept, Anticipate"
3644,256658,jessic ngankam,71,85,70,61,72,27,73,"ST, RM",SUB,3800000.0,21000.0,Eintracht Frankfurt,Right,,Rapid
3645,230888,aiden o'neill,71,76,61,65,69,66,77,"CDM, CM",CDM,2600000.0,9000.0,Standard Liège,Right,,Rapid
3646,221323,jerome onguene,71,72,38,49,59,70,72,CB,SUB,2500000.0,19000.0,Servette,Right,,
3647,253283,facundo pellistri,71,81,64,65,75,32,63,"RW, LW",SUB,4200000.0,45000.0,Manchester United,Right,,Technical
3648,228505,patrick pentz,71,70,69,70,71,53,69,GK,GK,2000000.0,21000.0,Brøndby,Left,,Footwork
3649,251138,fabio pereyra,71,64,35,48,52,70,79,CB,SUB,900000.0,9000.0,Huracán,Right,,"Block, Slide Tackle, Aerial"
3650,267991,maximo perrone,71,66,54,66,74,67,62,"CM, CDM",SUB,4500000.0,43000.0,Las Palmas,Left,,
3651,260290,marvin pieringer,71,66,69,56,67,30,75,ST,RS,3000000.0,18000.0,Heidenheim,Right,,Finesse Shot
3652,213092,samuel piette,71,59,29,58,59,69,78,"CDM, CM",RCM,1600000.0,6000.0,CF Montréal,Right,,
3653,234352,mateo puerta,71,86,24,53,69,67,53,RB,RB,2100000.0,2000.0,Rionegro Águilas,Right,,Whipped Cross
3654,255781,ricard,71,76,57,60,67,65,58,"RB, RM",RB,3600000.0,10000.0,Granada,Right,,Rapid
3655,228173,ricardo lopes,71,80,72,64,71,37,74,"ST, LW, LM",ST,1500000.0,6000.0,Suwon,Right,,"Finesse Shot, Technical, Flair, Quick Step"
3656,208424,matteo ricci,71,71,66,70,70,63,68,"CDM, CM",SUB,1600000.0,3000.0,Sampdoria,Right,,Long Ball Pass
3657,265628,dmytro riznyk,71,71,65,72,72,48,75,GK,GK,2300000.0,500.0,Shakhtar Donetsk,Right,,
3658,223495,ivan rossi,71,70,51,63,66,67,65,"CDM, CM",RDM,1600000.0,9000.0,Platense,Left,,"Intercept, Slide Tackle"
3659,213693,joe rothwell,71,77,66,70,75,61,66,"CM, CDM",RDM,3000000.0,37000.0,AFC Bournemouth,Right,,Technical
3660,214685,patricio rubio,71,65,71,62,71,27,76,"ST, LW",LS,900000.0,7000.0,Ñublense,Right,,
3661,189558,bartosz salamon,71,51,47,58,55,72,76,,,,,,,,
3662,227520,tobias salquist,71,63,43,51,53,69,80,CB,RCB,1900000.0,8000.0,Silkeborg,Right,#Strength,"Block, Bruiser"
3663,206601,mario sampirisi,71,67,41,61,62,71,76,"RB, RWB, CB",SUB,1600000.0,3000.0,Reggiana,Right,,
3664,240976,marcelo saracchi,71,80,62,67,71,65,70,"LB, LWB",RES,2400000.0,11000.0,Boca Juniors,Left,,"Rapid, Long Throw"
3665,202986,shin jin ho,71,63,65,72,70,62,77,"CM, CDM",SUB,875000.0,5000.0,Incheon United,Right,#Engine,"Dead Ball, Pinged Pass, Incisive Pass, Long Ball Pass, Intercept, Press Proven, Relentless"
3666,271294,otabek shukurov,71,70,65,69,70,67,74,"CM, CDM",SUB,2100000.0,16000.0,Fatih Karagümrük,Right,,
3667,209669,dimitrios siovas,71,60,43,52,57,71,73,CB,LCB,600000.0,9000.0,Fortuna Sittard,Left,,"Power Header, Block, Intercept, Aerial"
3668,251633,micha skoras,71,87,63,64,71,40,64,"RM, LM",SUB,4200000.0,12000.0,Club Brugge,Right,,"Finesse Shot, Rapid"
3669,246033,santiago sosa,71,58,52,60,66,69,76,"CDM, CM",SUB,3500000.0,5000.0,Atlanta United,Right,,Long Ball Pass
3670,188836,jason steele,71,70,69,75,71,39,72,GK,GK,925000.0,31000.0,Brighton & Hove Albion,Right,,
3671,247640,bryan teixeira,71,82,69,65,76,48,70,ST,LS,4200000.0,11000.0,Sturm Graz,Right,,"Technical, Trickster"
3672,221797,erik thommy,71,77,68,73,74,50,52,"CM, CAM, LM",LCM,1900000.0,6000.0,Sporting Kansas City,Right,,Technical
3673,225273,mads dhr thychosen,71,77,52,62,67,69,76,"RB, CB",SUB,2100000.0,6000.0,AIK,Right,,Long Throw
3674,231828,frederik tingager,71,55,33,52,54,70,82,CB,CB,1500000.0,9000.0,AGF,Right,#Strength,"Power Header, Long Ball Pass, Bruiser, Aerial"
3675,236535,ahmed touba,71,74,53,63,65,68,82,CB,SUB,2300000.0,14000.0,Lecce,Left,,"Anticipate, Slide Tackle"
3676,236316,yan valery,71,66,52,63,69,71,72,"CB, RB, RWB",RWB,2400000.0,5000.0,Angers SCO,Right,,Jockey
3677,241103,zinho vanheusden,71,51,45,61,65,72,73,CB,RCB,3500000.0,30000.0,Standard Liège,Right,,Power Header
3678,245256,juan pablo vargas,71,50,24,44,48,70,77,CB,LCB,1900000.0,3000.0,Millonarios,Left,#Strength,"Jockey, Block, Anticipate, Bruiser, Aerial"
3679,251651,luis vazquez,71,70,70,62,69,35,73,ST,SUB,3800000.0,15000.0,Anderlecht,Right,,Power Header
3680,229435,michel vlap,71,70,70,69,71,47,69,"CAM, CM",LW,2400000.0,8000.0,FC Twente,Right,,
3681,246183,tomas wiesner,71,82,63,66,71,64,63,"RWB, RM, RB",RM,2200000.0,650.0,Sparta Praha,Right,,
3682,238509,elie youan,71,86,68,62,75,34,59,"LM, LW, ST",LM,2700000.0,6000.0,Hibernian,Right,,"Rapid, Flair, First Touch, Quick Step"
3683,226378,ramon abila,71,66,71,61,70,32,79,ST,LS,1200000.0,10000.0,Colón,Right,#Strength,"Finesse Shot, Chip Shot"
3684,275976,mohammed abu fani,71,63,58,71,70,65,70,"CM, CDM",RDM,3200000.0,800.0,Ferencváros,Right,,Long Ball Pass
3685,239782,bryan acosta,71,82,68,69,68,66,82,"CDM, CM",SUB,1600000.0,6000.0,Portland Timbers,Right,,Long Ball Pass
3686,242484,juan felipe aguirre,71,59,38,52,53,72,74,CB,RCB,2200000.0,4000.0,Atlético Nacional,Left,,"Block, Intercept, Bruiser, Aerial"
3687,244605,christos albanis,71,76,71,64,73,38,63,LM,SUB,1900000.0,6000.0,FC Andorra,Right,,"Rapid, Flair"
3688,215160,fabrizio angileri,71,77,71,70,69,66,80,"LB, LWB",SUB,1400000.0,14000.0,Getafe,Left,,"Whipped Cross, Rapid"
3689,173306,cristian ansaldi,71,64,63,72,71,67,64,"LB, LM",SUB,425000.0,2000.0,Parma,Right,,"Whipped Cross, Technical"
3690,233520,bars atik,71,71,68,68,76,39,52,"LW, ST, CAM",LW,1900000.0,10000.0,Magdeburg,Right,#Acrobat,"Pinged Pass, Tiki Taka, Technical, Flair, First Touch, Trivela, Long Throw"
3691,247467,gaston avila,71,76,46,66,64,70,74,"LB, CB",LB,4000000.0,7000.0,Ajax,Left,,"Jockey, Anticipate"
3692,176693,jean-sylvain babin,71,39,48,59,50,70,84,CB,LCB,325000.0,5000.0,Alcorcón,Right,#Strength,Power Header
3693,253245,javier baez,71,69,55,65,65,72,72,,,,,,,,
3694,196434,josepmir ballon,71,70,63,68,67,66,76,"CDM, CM",CDM,525000.0,600.0,Alianza Lima,Right,,Anticipate
3695,243019,tudor baluta,71,63,57,69,60,67,75,"CDM, CM",RCM,2400000.0,7000.0,SSC Farul,Right,,
3696,186905,ashley barnes,71,48,71,69,70,47,79,ST,LS,1200000.0,24000.0,Norwich City,Right,,
3697,199435,pier barrios,71,70,46,58,60,70,79,"CB, RB",RCB,900000.0,7000.0,Godoy Cruz,Right,,Block
3698,205407,daniele baselli,71,64,71,75,74,64,61,"CM, CDM",SUB,1500000.0,3000.0,Como,Right,,Power Shot
3699,239306,jelle bataille,71,82,53,65,71,63,66,"RB, LB, RM",LB,2500000.0,14000.0,Antwerp,Right,,Jockey
3700,207804,amari'i bell,71,77,50,60,67,69,71,"LWB, CB",LCB,1600000.0,27000.0,Luton Town,Left,,
3701,255487,sofiane bendebka,71,74,66,67,72,60,73,"CAM, CM",RCM,1800000.0,19000.0,Al Fateh,Right,#Engine,"Technical, Relentless"
3702,234728,laszlo benes,71,55,70,76,74,47,61,"CM, CAM",LCM,2500000.0,18000.0,Hamburger SV,Left,,"Power Shot, Incisive Pass"
3703,189296,etrit berisha,71,68,70,66,72,28,71,GK,GK,325000.0,6000.0,Empoli,Left,,
3704,196952,jake bidwell,71,68,48,65,62,68,76,"LWB, LB, CB",SUB,1600000.0,24000.0,Coventry City,Left,,
3705,214196,daniel bocanegra,71,64,55,68,64,70,77,"CB, RB, CDM",RCB,325000.0,500.0,Nacional,Right,,Bruiser
3706,224591,yann bodiger,71,51,57,69,65,68,73,"CDM, CM, CAM",SUB,1800000.0,7000.0,Tenerife,Left,,Press Proven
3707,223137,federico bonazzoli,71,70,72,55,71,28,60,"CF, ST",SUB,2500000.0,21000.0,Hellas Verona,Left,,Flair
3708,197837,dedryck boyata,71,60,30,51,57,71,76,CB,SUB,1200000.0,13000.0,Club Brugge,Right,,
3709,222156,james bree,71,69,45,64,66,67,67,"RWB, RB",SUB,2400000.0,23000.0,Southampton,Right,,
3710,242749,john buckley,71,74,60,67,72,65,69,"CDM, CAM, CM",RES,3500000.0,21000.0,Sheffield Wednesday,Right,,Long Ball Pass
3711,248687,ben cabango,71,64,28,42,50,72,74,CB,CB,3500000.0,14000.0,Swansea City,Right,,
3712,242429,liberato cacace,71,75,62,65,69,67,77,"LB, LWB",LB,4000000.0,6000.0,Empoli,Left,,"Rapid, Long Throw"
3713,182495,martin caceres,71,67,51,64,67,70,75,"CB, RB, RM",RES,325000.0,4000.0,LA Galaxy,Right,,"Power Header, Slide Tackle, Long Throw"
3714,246013,horacio calcaterra,71,66,66,76,70,59,62,"CM, CDM",SUB,875000.0,850.0,Universitario,Right,,Press Proven
3715,258788,giuseppe caso,71,82,68,63,75,27,50,"LW, LM",LW,2800000.0,9000.0,Frosinone,Right,,"Finesse Shot, Rapid, Flair"
3716,174379,gonzalo castro,71,55,73,79,73,48,58,"LM, LW, CAM",LM,600000.0,500.0,Nacional,Left,,Long Throw
3717,225667,conor chaplin,71,82,69,65,73,42,57,"CAM, RW, CF",CAM,2200000.0,13000.0,Ipswich Town,Left,,"Finesse Shot, Flair, Quick Step"
3718,232817,ignacio chicco,71,70,71,62,70,43,73,GK,GK,1700000.0,7000.0,Colón,Right,,
3719,205943,vlad chiriches,71,50,61,56,61,73,64,CB,LCB,900000.0,10000.0,FCSB,Right,,"Intercept, Bruiser"
3720,200778,cyrus christie,71,79,59,66,70,66,77,"RB, RM, CB",SUB,1600000.0,11000.0,Hull City,Right,,
3721,244399,timothe cognat,71,78,62,69,75,62,70,"CM, CDM, CAM",RCM,2600000.0,10000.0,Servette,Right,,"Pinged Pass, Press Proven, Relentless, Trivela"
3722,270512,cheick conde,71,68,64,61,68,69,77,"CDM, CM",LCM,2800000.0,6000.0,Zürich,Right,,"Incisive Pass, Long Ball Pass, Intercept, Anticipate"
3723,262423,cordoba,71,60,36,49,51,71,68,CB,RCB,1900000.0,6000.0,Burgos,Right,,
3724,219712,sebastian cristoforo,71,48,57,66,66,70,66,"CDM, CM",RCM,1600000.0,800.0,Peñarol,Right,,
3725,241463,dani raba,71,62,71,71,72,38,58,"RM, ST",RM,2000000.0,8000.0,Leganés,Left,,"Pinged Pass, Technical"
3726,192636,david simao,71,65,66,75,69,65,68,"CM, CDM",LDM,1200000.0,6000.0,Arouca,Left,,Long Ball Pass
3727,236213,davide diaw,71,82,69,55,68,27,72,ST,SUB,1600000.0,30000.0,Bari 1908,Right,,Rapid
3728,263390,callum doyle,71,58,35,65,68,71,73,"CB, LB",LB,4200000.0,28000.0,Leicester City,Left,,Long Ball Pass
3729,239581,rade dugalic,71,42,49,54,42,71,82,CB,RCB,1500000.0,8000.0,Meizhou Hakka,Right,#Strength,"Long Ball Pass, Jockey, Intercept, Bruiser, Aerial"
3730,241007,enzo ebosse,71,67,35,56,64,72,73,"CB, LWB",SUB,3900000.0,9000.0,Udinese,Left,,
3731,225669,kingsley ehizibue,71,88,57,62,69,65,76,"RWB, RM, RB",SUB,1700000.0,11000.0,Udinese,Right,,"Rapid, Long Throw"
3732,257504,bilal el khannouss,71,71,57,72,77,36,52,"CAM, CM",CAM,4400000.0,6000.0,Genk,Right,,Flair
3733,233588,elgezabal,71,52,50,59,53,71,75,"CDM, CM, CB",LCM,1600000.0,5000.0,Burgos,Right,,
3734,256281,kilian fischer,71,76,38,64,68,66,70,"RB, CM",SUB,2700000.0,20000.0,VfL Wolfsburg,Right,,
3735,189177,john fleck,71,62,69,73,73,66,71,"CM, CDM",RES,1500000.0,22000.0,Sheffield United,Left,,Slide Tackle
3736,227497,martin fraisl,71,72,71,70,73,41,66,GK,SUB,1400000.0,13000.0,Midtjylland,Right,,
3737,246877,gianluca gaetano,71,61,71,69,71,49,58,"CAM, CM",SUB,4200000.0,25000.0,Napoli,Right,,Finesse Shot
3738,246053,joe gelhardt,71,74,70,60,76,29,68,"CAM, ST, CF",SUB,3600000.0,17000.0,Leeds United,Left,,"Technical, Flair"
3739,229654,gerard valentin,71,91,53,59,76,61,70,"RM, RW",RM,1800000.0,8000.0,Huesca,Right,"#Speedster, #Acrobat","Rapid, Quick Step, Long Throw"
3740,268657,agustin giay,71,77,58,64,69,67,65,"RWB, RM, CM",RWB,4300000.0,5000.0,San Lorenzo,Right,,
3741,214019,daniel giraldo,71,73,48,66,62,68,79,"CDM, CM",LDM,1300000.0,3000.0,Millonarios,Right,,"Tiki Taka, Press Proven, Relentless"
3742,223524,edoardo goldaniga,71,52,33,49,55,72,73,CB,SUB,1600000.0,15000.0,Cagliari,Right,,"Power Header, Intercept"
3743,201976,alfred gomis,71,71,70,69,72,42,69,GK,SUB,1400000.0,20000.0,Lorient,Right,,
3744,263296,luciano gondou,71,63,71,61,68,36,77,ST,SUB,3800000.0,9000.0,Argentinos Juniors,Left,,Power Shot
3745,236747,luis gonzalez,71,77,69,68,73,37,56,"LM, CAM",CAM,1500000.0,3000.0,Junior,Right,,"Flair, Trickster"
3746,248602,jacob greaves,71,71,36,60,61,71,75,"CB, LB",LCB,3900000.0,10000.0,Hull City,Left,,Long Ball Pass
3747,233409,robert gumny,71,76,42,60,69,67,69,"RB, CB, RM",SUB,2200000.0,15000.0,FC Augsburg,Right,,
3748,206198,dominique heintz,71,54,37,60,58,71,77,CB,SUB,1600000.0,16000.0,FC Köln,Left,,Long Ball Pass
3749,214421,fredy hinestroza,71,86,63,67,72,43,67,"LM, RM",LM,1200000.0,3000.0,Junior,Left,,Rapid
3750,217845,andrew hjulsager,71,69,68,71,72,62,71,"CAM, CM, CF",LW,1900000.0,15000.0,Gent,Right,,
3751,200588,hong jeong ho,71,68,45,55,55,70,79,CB,RCB,900000.0,7000.0,Jeonbuk Motors,Right,,"Power Header, Jockey, Block, Slide Tackle, Bruiser, Acrobatic, Aerial"
3752,198628,michael hoyos,71,78,70,66,72,38,70,"ST, CAM, CF",RAM,1600000.0,800.0,Independiente del Valle,Right,,"Chip Shot, Power Shot"
